Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age
Travel Agency,Offline,Comprehensive Plan,No,36.0,THAILAND,29.0,9.57,F,118.0
Airlines,Online,Silver Plan,No,10.0,SINGAPORE,43.55,10.89,F,57.0
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,16.2,4.05,M,68.0
Airlines,Online,Basic Plan,No,22.0,CHINA,26.0,9.1,M,50.0
Airlines,Online,Basic Plan,No,8.0,AUSTRALIA,26.0,9.1,M,53.0
Airlines,Online,Silver Plan,Yes,10.0,SINGAPORE,43.55,10.89,M,45.0
Travel Agency,Online,Premier Plan,No,86.0,NETHERLANDS,171.0,64.98,M,48.0
Airlines,Online,Basic Plan,No,8.0,VIET NAM,30.0,10.5,F,26.0
Airlines,Online,Annual Silver Plan,Yes,367.0,SINGAPORE,252.85,63.21,M,45.0
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,25.0,6.25,M,34.0
Airlines,Online,Basic Plan,No,23.0,HONG KONG,26.0,9.1,M,40.0
Airlines,Online,Value Plan,No,10.0,INDIA,50.0,20.0,M,118.0
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,24.05,6.01,M,21.0
Airlines,Online,Basic Plan,No,72.0,VIET NAM,22.0,7.7,M,35.0
Airlines,Online,Value Plan,No,30.0,CHINA,83.0,29.05,F,40.0
Airlines,Online,Basic Plan,No,7.0,MYANMAR,22.0,7.7,M,57.0
Airlines,Online,Value Plan,No,3.0,BRUNEI DARUSSALAM,15.0,6.0,M,72.0
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,216.75,54.19,F,33.0
Airlines,Online,Value Plan,No,31.0,INDIA,93.0,37.2,M,118.0
Airlines,Online,Basic Plan,No,14.0,CHINA,35.0,12.25,M,39.0
Airlines,Online,Basic Plan,No,61.0,CHINA,35.0,12.25,F,65.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,71.0,17.75,F,42.0
Airlines,Online,Basic Plan,No,104.0,CHINA,35.0,12.25,M,55.0
Airlines,Online,Basic Plan,No,48.0,CHINA,40.0,14.0,F,58.0
Airlines,Online,Basic Plan,No,62.0,CHINA,26.0,9.1,F,44.0
Airlines,Online,Basic Plan,No,7.0,VIET NAM,22.0,7.7,F,38.0
Airlines,Online,Basic Plan,No,3.0,THAILAND,18.0,6.3,F,61.0
Airlines,Online,Basic Plan,No,7.0,HONG KONG,26.0,9.1,M,62.0
Airlines,Online,Basic Plan,No,7.0,INDONESIA,22.0,7.7,F,40.0
Airlines,Online,Basic Plan,No,49.0,THAILAND,22.0,7.7,M,58.0
Airlines,Online,Basic Plan,No,48.0,CHINA,26.0,9.1,M,38.0
Airlines,Online,Basic Plan,No,26.0,THAILAND,37.0,12.95,F,37.0
Airlines,Online,Basic Plan,No,36.0,PHILIPPINES,33.0,11.55,F,36.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,17.55,4.39,F,39.0
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,22.1,5.53,F,46.0
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,35.25,8.81,F,57.0
Airlines,Online,Annual Silver Plan,No,366.0,SINGAPORE,252.85,63.21,F,55.0
Airlines,Online,Value Plan,No,18.0,AUSTRALIA,58.0,20.3,F,35.0
Airlines,Online,Bronze Plan,No,55.0,SINGAPORE,26.0,6.5,F,30.0
Travel Agency,Offline,Comprehensive Plan,No,29.0,MALAYSIA,29.0,9.57,F,74.0
Travel Agency,Offline,Comprehensive Plan,No,76.0,THAILAND,29.0,9.57,F,59.0
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,291.75,72.94,M,37.0
Airlines,Online,Silver Plan,No,10.0,SINGAPORE,19.5,4.88,F,53.0
Airlines,Online,Basic Plan,No,23.0,THAILAND,22.0,7.7,M,58.0
Travel Agency,Online,Premier Plan,No,111.0,INDONESIA,118.0,44.84,F,48.0
Airlines,Online,Basic Plan,No,115.0,"KOREA, REPUBLIC OF",35.0,12.25,M,27.0
Airlines,Online,Basic Plan,No,17.0,CHINA,0.0,7.7,F,28.0
Airlines,Online,Bronze Plan,No,62.0,SINGAPORE,27.0,6.75,F,33.0
Airlines,Online,Annual Silver Plan,No,386.0,SINGAPORE,291.75,72.94,F,47.0
Airlines,Online,Value Plan,No,11.0,GERMANY,87.0,30.45,M,49.0
Airlines,Online,Bronze Plan,No,1.0,SINGAPORE,13.8,3.45,F,34.0
Airlines,Online,Value Plan,No,27.0,JAPAN,83.0,29.05,M,50.0
Airlines,Online,Basic Plan,No,8.0,THAILAND,18.0,6.3,M,47.0
Airlines,Online,Value Plan,No,8.0,BRUNEI DARUSSALAM,23.0,9.2,M,32.0
Airlines,Online,Annual Gold Plan,No,373.0,SINGAPORE,389.35,97.34,M,58.0
Airlines,Online,Basic Plan,No,7.0,MALAYSIA,18.0,6.3,M,28.0
Airlines,Online,Value Plan,No,12.0,CHINA,36.0,12.6,M,36.0
Airlines,Online,Annual Silver Plan,Yes,368.0,SINGAPORE,252.85,63.21,M,35.0
Airlines,Online,Basic Plan,No,18.0,CHINA,26.0,9.1,M,51.0
Airlines,Online,Basic Plan,No,47.0,INDONESIA,30.0,10.5,F,41.0
Airlines,Online,Basic Plan,No,52.0,CHINA,35.0,12.25,M,35.0
Airlines,Online,Basic Plan,No,5.0,HONG KONG,26.0,9.1,M,28.0
Airlines,Online,Basic Plan,No,154.0,"KOREA, REPUBLIC OF",69.0,24.15,M,24.0
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,46.15,11.54,M,47.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,-289.0,72.25,M,30.0
Airlines,Online,24 Protect,No,13.0,PHILIPPINES,2.57,0.9,M,48.0
Airlines,Online,Value Plan,Yes,9.0,AUSTRALIA,45.0,15.75,F,45.0
Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,252.85,63.21,M,30.0
Travel Agency,Offline,Comprehensive Plan,No,67.0,THAILAND,29.0,9.57,F,51.0
Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,252.85,63.21,M,40.0
Airlines,Online,Gold Plan,No,33.0,SINGAPORE,27.0,6.75,F,34.0
Airlines,Online,24 Protect,No,39.0,PHILIPPINES,3.1,1.08,M,48.0
Airlines,Online,Basic Plan,No,87.0,JAPAN,26.0,9.1,F,32.0
Airlines,Online,Bronze Plan,No,19.0,SINGAPORE,19.5,4.88,F,42.0
Travel Agency,Offline,Comprehensive Plan,No,8.0,THAILAND,29.0,9.57,M,27.0
Airlines,Online,Silver Plan,No,12.0,SINGAPORE,32.5,8.13,M,27.0
Airlines,Online,Basic Plan,No,43.0,THAILAND,30.0,10.5,M,61.0
Airlines,Online,Basic Plan,No,87.0,CHINA,83.0,29.05,F,22.0
Airlines,Online,Value Plan,No,22.0,INDIA,31.0,12.4,F,118.0
Airlines,Online,Annual Silver Plan,No,392.0,SINGAPORE,0.0,63.21,M,41.0
Airlines,Online,Value Plan,No,28.0,AUSTRALIA,45.0,15.75,M,48.0
Airlines,Online,24 Protect,No,33.0,PHILIPPINES,47.43,16.6,M,48.0
Airlines,Online,Basic Plan,No,39.0,VIET NAM,22.0,7.7,F,39.0
Airlines,Online,24 Protect,No,82.0,PHILIPPINES,4.68,1.64,M,48.0
Travel Agency,Offline,Comprehensive Plan,No,4.0,MALAYSIA,29.0,9.57,F,118.0
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,27.75,6.94,M,9.0
Airlines,Online,Value Plan,No,19.0,NETHERLANDS,87.0,30.45,M,33.0
Airlines,Online,Basic Plan,No,4.0,MALAYSIA,18.0,6.3,M,41.0
Airlines,Online,Silver Plan,No,14.0,SINGAPORE,54.5,13.63,M,37.0
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,24.05,6.01,M,36.0
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,14.95,3.74,F,43.0
Airlines,Online,Basic Plan,No,5.0,HONG KONG,26.0,9.1,F,31.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,22.1,5.53,M,47.0
Airlines,Online,Basic Plan,No,5.0,MALAYSIA,18.0,6.3,M,40.0
Airlines,Online,Basic Plan,No,6.0,CHINA,22.0,7.7,F,35.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,17.55,4.39,M,29.0
Airlines,Online,Value Plan,No,9.0,CHINA,36.0,12.6,M,58.0
Airlines,Online,Value Plan,No,9.0,"KOREA, REPUBLIC OF",45.0,15.75,M,44.0
Airlines,Online,Value Plan,No,105.0,DENMARK,110.0,38.5,M,118.0
Airlines,Online,Value Plan,No,6.0,UNITED KINGDOM,67.0,23.45,M,20.0
Airlines,Online,Value Plan,No,40.0,INDIA,75.0,30.0,F,118.0
Airlines,Online,Basic Plan,No,69.0,THAILAND,22.0,7.7,M,35.0
Airlines,Online,Basic Plan,No,76.0,AUSTRALIA,35.0,12.25,M,57.0
Airlines,Online,Silver Plan,No,6.0,SINGAPORE,53.95,13.49,M,22.0
Airlines,Online,Basic Plan,No,3.0,JAPAN,22.0,7.7,M,34.0
Airlines,Online,Basic Plan,No,10.0,MYANMAR,18.0,6.3,M,54.0
Airlines,Online,Annual Silver Plan,No,366.0,SINGAPORE,252.85,63.21,M,45.0
Airlines,Online,Basic Plan,No,14.0,THAILAND,18.0,6.3,M,46.0
Travel Agency,Offline,Comprehensive Plan,No,4.0,THAILAND,29.0,9.57,F,31.0
Airlines,Online,Bronze Plan,No,19.0,SINGAPORE,35.25,8.81,F,31.0
Airlines,Online,Basic Plan,No,125.0,THAILAND,30.0,10.5,F,59.0
Airlines,Online,Basic Plan,No,67.0,PHILIPPINES,22.0,7.7,M,65.0
Airlines,Online,Basic Plan,No,20.0,THAILAND,22.0,7.7,F,56.0
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,30.55,7.64,F,44.0
Airlines,Online,Bronze Plan,No,19.0,SINGAPORE,74.9,18.73,F,41.0
Airlines,Online,Annual Silver Plan,No,374.0,SINGAPORE,252.85,63.21,F,42.0
Travel Agency,Offline,Comprehensive Plan,No,56.0,THAILAND,29.0,9.57,F,70.0
Airlines,Online,Basic Plan,No,58.0,INDONESIA,22.0,7.7,F,38.0
Airlines,Online,Value Plan,No,27.0,BRUNEI DARUSSALAM,15.0,6.0,F,63.0
Airlines,Online,Gold Plan,No,21.0,SINGAPORE,136.5,34.13,M,32.0
Airlines,Online,Basic Plan,No,7.0,CHINA,22.0,7.7,F,23.0
Airlines,Online,Basic Plan,No,63.0,CHINA,35.0,12.25,F,48.0
Airlines,Online,Basic Plan,No,10.0,CHINA,26.0,9.1,M,37.0
Airlines,Online,Basic Plan,No,55.0,THAILAND,22.0,7.7,M,36.0
Airlines,Online,Value Plan,No,5.0,IRELAND,49.0,17.15,F,41.0
Airlines,Online,Basic Plan,No,29.0,CHINA,35.0,12.25,F,32.0
Airlines,Online,Basic Plan,No,35.0,HONG KONG,26.0,9.1,M,70.0
Airlines,Online,Value Plan,No,42.0,BRUNEI DARUSSALAM,15.0,6.0,F,21.0
Airlines,Online,Basic Plan,No,25.0,THAILAND,22.0,7.7,M,46.0
Travel Agency,Offline,Comprehensive Plan,No,54.0,MALAYSIA,29.0,9.57,F,70.0
Airlines,Online,Bronze Plan,No,24.0,SINGAPORE,53.5,13.38,F,30.0
Airlines,Online,Basic Plan,No,3.0,THAILAND,18.0,6.3,M,49.0
Airlines,Online,Basic Plan,No,63.0,CHINA,63.0,22.05,F,35.0
Airlines,Online,Value Plan,No,15.0,INDIA,50.0,20.0,M,118.0
Airlines,Online,Basic Plan,No,22.0,THAILAND,22.0,7.7,M,45.0
Airlines,Online,24 Protect,No,19.0,THAILAND,184.42,64.55,M,48.0
Airlines,Online,24 Protect,No,6.0,PHILIPPINES,39.85,13.95,M,48.0
Airlines,Online,Basic Plan,No,16.0,CHINA,35.0,12.25,M,44.0
Airlines,Online,Basic Plan,No,89.0,THAILAND,22.0,7.7,F,59.0
Airlines,Online,Basic Plan,No,12.0,CHINA,26.0,9.1,F,44.0
Airlines,Online,Annual Silver Plan,Yes,368.0,SINGAPORE,389.0,97.25,F,41.0
Airlines,Online,Basic Plan,No,10.0,MALAYSIA,18.0,6.3,F,52.0
Travel Agency,Online,Value Plan,No,16.0,SPAIN,75.0,28.5,M,48.0
Airlines,Online,Basic Plan,No,10.0,HONG KONG,35.0,12.25,M,43.0
Airlines,Online,Basic Plan,No,0.0,MYANMAR,18.0,6.3,F,24.0
Airlines,Online,Basic Plan,No,39.0,INDONESIA,42.0,14.7,F,36.0
Airlines,Online,Basic Plan,No,3.0,HONG KONG,22.0,7.7,M,62.0
Airlines,Online,Basic Plan,No,5.0,INDONESIA,22.0,7.7,F,29.0
Airlines,Online,Value Plan,No,7.0,BRUNEI DARUSSALAM,15.0,6.0,M,45.0
Airlines,Online,Basic Plan,No,36.0,THAILAND,22.0,7.7,F,44.0
Airlines,Online,Basic Plan,No,11.0,VIET NAM,22.0,7.7,F,24.0
Airlines,Online,Basic Plan,No,23.0,VIET NAM,22.0,7.7,M,40.0
Airlines,Online,Basic Plan,No,11.0,INDONESIA,30.0,10.5,F,42.0
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,187.85,46.96,M,31.0
Airlines,Online,Bronze Plan,No,48.0,SINGAPORE,16.2,4.05,M,38.0
Airlines,Online,Basic Plan,No,33.0,CHINA,35.0,12.25,M,59.0
Airlines,Online,Basic Plan,No,36.0,CHINA,35.0,12.25,M,48.0
Airlines,Online,Basic Plan,No,9.0,THAILAND,18.0,6.3,F,48.0
Travel Agency,Offline,Premier Plan,No,20.0,THAILAND,58.0,19.14,M,65.0
Airlines,Online,Value Plan,No,7.0,BRUNEI DARUSSALAM,15.0,6.0,M,33.0
Airlines,Online,Basic Plan,No,34.0,INDONESIA,37.0,12.95,F,36.0
Travel Agency,Online,Value Plan,No,26.0,NETHERLANDS,75.0,28.5,F,48.0
Airlines,Online,Basic Plan,No,3.0,THAILAND,18.0,6.3,F,48.0
Airlines,Online,Basic Plan,No,102.0,PHILIPPINES,30.0,10.5,F,34.0
Airlines,Online,Value Plan,No,7.0,THAILAND,26.0,9.1,F,44.0
Airlines,Online,Basic Plan,No,22.0,CHINA,26.0,9.1,M,63.0
Airlines,Online,Basic Plan,No,120.0,THAILAND,22.0,7.7,F,60.0
Airlines,Online,Silver Plan,No,110.0,SINGAPORE,70.85,17.71,F,69.0
Airlines,Online,Bronze Plan,No,2.0,SINGAPORE,14.95,3.74,F,43.0
Airlines,Online,Bronze Plan,No,15.0,SINGAPORE,38.35,9.59,F,28.0
Travel Agency,Offline,Comprehensive Plan,No,51.0,THAILAND,29.0,9.57,F,63.0
Airlines,Online,Value Plan,No,4.0,BRUNEI DARUSSALAM,15.0,6.0,M,36.0
Airlines,Online,Silver Plan,No,2.0,SINGAPORE,30.0,7.5,M,32.0
Airlines,Online,Bronze Plan,No,15.0,SINGAPORE,15.0,3.75,F,46.0
Airlines,Online,Basic Plan,No,2.0,MALAYSIA,18.0,6.3,M,42.0
Airlines,Online,Value Plan,No,55.0,HONG KONG,58.0,20.3,M,49.0
Airlines,Online,Value Plan,No,29.0,BRUNEI DARUSSALAM,23.0,9.2,M,52.0
Airlines,Online,Basic Plan,No,8.0,THAILAND,18.0,6.3,M,53.0
Airlines,Online,Basic Plan,No,41.0,THAILAND,37.0,12.95,F,38.0
Airlines,Online,Silver Plan,No,4.0,SINGAPORE,25.9,6.47,F,70.0
Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,17.55,4.39,M,28.0
Travel Agency,Offline,Premier Plan,No,249.0,THAILAND,58.0,19.14,M,63.0
Airlines,Online,Basic Plan,No,13.0,PHILIPPINES,18.0,6.3,M,26.0
Airlines,Online,Basic Plan,No,13.0,THAILAND,18.0,6.3,M,46.0
Airlines,Online,Annual Silver Plan,No,387.0,SINGAPORE,291.75,72.94,M,35.0
Airlines,Online,Value Plan,No,23.0,INDIA,31.0,12.4,M,118.0
Airlines,Online,Basic Plan,No,231.0,INDONESIA,22.0,7.7,M,39.0
Airlines,Online,Basic Plan,No,24.0,INDONESIA,33.0,11.55,F,41.0
Airlines,Online,Basic Plan,No,13.0,THAILAND,22.0,7.7,M,53.0
Airlines,Online,Basic Plan,No,32.0,INDONESIA,30.0,10.5,F,30.0
Airlines,Online,Annual Silver Plan,No,366.0,SINGAPORE,187.85,46.96,F,44.0
Airlines,Online,Basic Plan,No,12.0,INDIA,26.0,9.1,M,60.0
Airlines,Online,Basic Plan,No,13.0,"KOREA, REPUBLIC OF",35.0,12.25,M,33.0
Airlines,Online,Basic Plan,No,6.0,CHINA,26.0,9.1,M,51.0
Airlines,Online,Annual Silver Plan,No,380.0,SINGAPORE,216.75,54.19,M,60.0
Airlines,Online,Basic Plan,No,19.0,CHINA,0.0,9.1,M,39.0
Airlines,Online,Basic Plan,No,17.0,MALAYSIA,22.0,7.7,F,43.0
Airlines,Online,Value Plan,No,39.0,INDIA,42.0,16.8,M,118.0
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,20.25,5.06,M,26.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,252.85,63.21,M,34.0
Travel Agency,Online,Premier Plan,No,22.0,INDONESIA,-38.0,14.44,M,22.0
Airlines,Online,Value Plan,No,20.0,BRUNEI DARUSSALAM,31.0,12.4,F,55.0
Airlines,Online,Basic Plan,No,8.0,AUSTRALIA,26.0,9.1,F,43.0
Airlines,Online,Basic Plan,No,101.0,INDONESIA,22.0,7.7,F,46.0
Travel Agency,Online,Value Plan,No,50.0,INDONESIA,33.0,12.54,F,48.0
Travel Agency,Offline,Comprehensive Plan,No,181.0,MALAYSIA,29.0,9.57,F,62.0
Airlines,Online,Basic Plan,No,9.0,MALAYSIA,18.0,6.3,M,49.0
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,23.4,5.85,F,68.0
Airlines,Online,Basic Plan,No,212.0,CANADA,35.0,12.25,M,41.0
Travel Agency,Online,Value Plan,No,22.0,INDONESIA,28.0,10.64,F,48.0
Airlines,Online,Value Plan,No,5.0,BRUNEI DARUSSALAM,15.0,6.0,M,46.0
Travel Agency,Offline,Comprehensive Plan,No,25.0,THAILAND,29.0,9.57,F,70.0
Airlines,Online,Silver Plan,No,15.0,SINGAPORE,64.35,16.09,F,57.0
Airlines,Online,Annual Silver Plan,No,393.0,SINGAPORE,252.85,63.21,M,30.0
Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,25.5,6.38,M,62.0
Airlines,Online,Basic Plan,No,62.0,THAILAND,33.0,11.55,M,47.0
Airlines,Online,Bronze Plan,No,38.0,SINGAPORE,53.25,13.31,M,47.0
Airlines,Online,Basic Plan,No,50.0,"KOREA, REPUBLIC OF",26.0,9.1,F,39.0
Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,17.55,4.39,F,41.0
Travel Agency,Offline,Comprehensive Plan,No,233.0,THAILAND,29.0,9.57,M,80.0
Airlines,Online,Basic Plan,No,3.0,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,F,30.0
Airlines,Online,Basic Plan,No,1.0,THAILAND,18.0,6.3,F,25.0
Airlines,Online,Basic Plan,No,24.0,HONG KONG,22.0,7.7,F,51.0
Airlines,Online,Annual Silver Plan,No,366.0,SINGAPORE,187.85,46.96,F,40.0
Airlines,Online,Bronze Plan,No,137.0,SINGAPORE,38.35,9.59,F,27.0
Travel Agency,Offline,Comprehensive Plan,No,65.0,THAILAND,29.0,9.57,F,70.0
Airlines,Online,Basic Plan,No,16.0,THAILAND,22.0,7.7,F,26.0
Airlines,Online,Basic Plan,No,4.0,INDONESIA,18.0,6.3,M,64.0
Airlines,Online,Basic Plan,No,29.0,VIET NAM,22.0,7.7,F,37.0
Airlines,Online,Basic Plan,No,12.0,HONG KONG,26.0,9.1,F,44.0
Airlines,Online,Bronze Plan,No,18.0,SINGAPORE,17.55,4.39,F,28.0
Airlines,Online,Annual Silver Plan,No,388.0,SINGAPORE,260.63,65.16,F,30.0
Airlines,Online,Basic Plan,No,3.0,HONG KONG,22.0,7.7,F,60.0
Airlines,Online,Value Plan,No,70.0,INDIA,31.0,12.4,M,118.0
Airlines,Online,Silver Plan,No,69.0,SINGAPORE,93.6,23.4,M,24.0
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,17.55,4.39,M,67.0
Airlines,Online,Basic Plan,No,25.0,INDONESIA,22.0,7.7,M,45.0
Airlines,Online,Basic Plan,No,31.0,VIET NAM,22.0,7.7,M,43.0
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,18.0,4.5,F,49.0
Airlines,Online,Basic Plan,No,51.0,THAILAND,22.0,7.7,M,47.0
Airlines,Online,Basic Plan,No,108.0,AUSTRALIA,26.0,9.1,M,30.0
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,252.85,63.21,M,42.0
Airlines,Online,Basic Plan,No,4.0,MALAYSIA,18.0,6.3,F,60.0
Airlines,Online,Annual Silver Plan,No,400.0,SINGAPORE,201.0,50.25,F,43.0
Airlines,Online,Basic Plan,No,44.0,INDONESIA,30.0,10.5,M,40.0
Airlines,Online,Basic Plan,No,2.0,THAILAND,18.0,6.3,M,28.0
Airlines,Online,Basic Plan,No,13.0,PHILIPPINES,18.0,6.3,F,38.0
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,20.25,5.06,F,30.0
Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,14.95,3.74,M,28.0
Airlines,Online,Basic Plan,No,3.0,MALAYSIA,18.0,6.3,M,30.0
Airlines,Online,Value Plan,No,10.0,MALAYSIA,29.0,10.15,M,118.0
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,17.55,4.39,M,25.0
Airlines,Online,Basic Plan,No,12.0,PHILIPPINES,33.0,11.55,F,28.0
Airlines,Online,Basic Plan,No,12.0,MALAYSIA,18.0,6.3,F,27.0
Travel Agency,Offline,Comprehensive Plan,No,12.0,MALAYSIA,29.0,9.57,F,26.0
Airlines,Online,Bronze Plan,No,24.0,SINGAPORE,17.55,4.39,F,36.0
Airlines,Online,Basic Plan,No,11.0,HONG KONG,35.0,12.25,M,28.0
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,22.1,5.53,F,47.0
Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,29.5,7.38,F,54.0
Airlines,Online,Basic Plan,No,5.0,THAILAND,18.0,6.3,M,31.0
Airlines,Online,Value Plan,No,7.0,INDIA,156.0,62.4,F,118.0
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,291.75,72.94,F,72.0
Airlines,Online,Bronze Plan,No,27.0,SINGAPORE,80.25,20.06,M,40.0
Airlines,Online,Basic Plan,No,143.0,MALAYSIA,22.0,7.7,F,37.0
Travel Agency,Offline,Comprehensive Plan,No,20.0,THAILAND,29.0,9.57,F,45.0
Airlines,Online,Basic Plan,No,58.0,MYANMAR,33.0,11.55,M,48.0
Airlines,Online,Silver Plan,No,10.0,SINGAPORE,46.9,11.72,M,42.0
Airlines,Online,Silver Plan,No,2.0,SINGAPORE,30.0,7.5,M,37.0
Airlines,Online,Basic Plan,No,11.0,VIET NAM,30.0,10.5,M,20.0
Airlines,Online,Basic Plan,No,109.0,CHINA,69.0,24.15,F,52.0
Travel Agency,Offline,Comprehensive Plan,No,64.0,MALAYSIA,29.0,9.57,M,67.0
Airlines,Online,Value Plan,No,4.0,BRUNEI DARUSSALAM,15.0,6.0,M,53.0
Airlines,Online,Basic Plan,No,41.0,JAPAN,35.0,12.25,M,49.0
Airlines,Online,Annual Gold Plan,No,364.0,SINGAPORE,389.35,97.34,M,40.0
Airlines,Online,Basic Plan,No,53.0,AUSTRALIA,26.0,9.1,F,28.0
Airlines,Online,Basic Plan,No,7.0,MYANMAR,18.0,6.3,F,35.0
Airlines,Online,Bronze Plan,No,20.0,SINGAPORE,32.9,8.22,F,35.0
Airlines,Online,Silver Plan,No,4.0,SINGAPORE,49.0,12.25,F,34.0
Airlines,Online,Value Plan,No,29.0,INDONESIA,29.0,10.15,M,118.0
Airlines,Online,Value Plan,No,10.0,"KOREA, REPUBLIC OF",58.0,20.3,M,29.0
Airlines,Online,Bronze Plan,No,19.0,SINGAPORE,35.25,8.81,M,31.0
Airlines,Online,Basic Plan,No,6.0,HONG KONG,26.0,9.1,F,55.0
Airlines,Online,Basic Plan,No,19.0,THAILAND,22.0,7.7,M,55.0
Airlines,Online,Value Plan,No,186.0,SPAIN,125.0,43.75,M,61.0
Airlines,Online,Value Plan,No,43.0,BRUNEI DARUSSALAM,15.0,6.0,M,66.0
Airlines,Online,Value Plan,No,51.0,FRANCE,87.0,30.45,F,32.0
Airlines,Online,Basic Plan,No,16.0,MALAYSIA,22.0,7.7,M,55.0
Airlines,Online,Basic Plan,No,17.0,THAILAND,22.0,7.7,M,46.0
Airlines,Online,Basic Plan,No,18.0,AUSTRALIA,35.0,12.25,F,44.0
Airlines,Online,Basic Plan,No,4.0,HONG KONG,26.0,9.1,M,44.0
Airlines,Online,Basic Plan,No,16.0,MALAYSIA,22.0,7.7,M,44.0
Airlines,Online,Value Plan,No,45.0,CANADA,138.0,48.3,M,56.0
Travel Agency,Online,Value Plan,No,79.0,INDONESIA,28.0,10.64,F,48.0
Airlines,Online,Basic Plan,No,15.0,MALAYSIA,18.0,6.3,F,27.0
Airlines,Online,Silver Plan,No,37.0,SINGAPORE,24.05,6.01,F,57.0
Airlines,Online,Basic Plan,No,64.0,MYANMAR,33.0,11.55,F,56.0
Airlines,Online,Value Plan,No,64.0,"TAIWAN, PROVINCE OF CHINA",45.0,15.75,M,43.0
Airlines,Online,Annual Silver Plan,No,370.0,SINGAPORE,252.85,63.21,F,34.0
Airlines,Online,24 Protect,No,2.0,PHILIPPINES,4.95,1.73,F,48.0
Airlines,Online,Basic Plan,No,7.0,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,7.7,M,35.0
Airlines,Online,24 Protect,No,147.0,VIET NAM,34.53,12.09,F,48.0
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,18.0,4.5,F,31.0
Airlines,Online,Value Plan,No,35.0,UNITED ARAB EMIRATES,76.0,26.6,F,48.0
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,94.0,23.5,M,37.0
Airlines,Online,Silver Plan,No,53.0,SINGAPORE,81.75,20.44,F,31.0
Airlines,Online,Bronze Plan,No,55.0,SINGAPORE,17.55,4.39,M,33.0
Travel Agency,Online,Premier Plan,No,20.0,FRANCE,-86.0,32.68,M,22.0
Airlines,Online,Basic Plan,No,13.0,MYANMAR,30.0,10.5,M,60.0
Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,30.55,7.64,F,26.0
Airlines,Online,Basic Plan,No,11.0,HONG KONG,26.0,9.1,M,54.0
Airlines,Online,Silver Plan,No,11.0,SINGAPORE,24.05,6.01,M,34.0
Airlines,Online,Value Plan,No,7.0,CHINA,45.0,15.75,M,30.0
Airlines,Online,Basic Plan,No,-2.0,BANGLADESH,22.0,7.7,M,118.0
Airlines,Online,Basic Plan,No,50.0,THAILAND,30.0,10.5,M,52.0
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,17.55,4.39,F,52.0
Travel Agency,Online,Value Plan,No,75.0,CZECH REPUBLIC,95.0,36.1,M,48.0
Airlines,Online,Bronze Plan,No,19.0,SINGAPORE,30.55,7.64,M,61.0
Airlines,Online,24 Protect,No,13.0,SINGAPORE,34.7,12.14,F,48.0
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,27.0,6.75,F,28.0
Airlines,Online,Basic Plan,No,36.0,INDONESIA,18.0,6.3,F,26.0
Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,14.95,3.74,M,40.0
