Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age,Predicted Claim,Claim Probability
Airlines,Online,Bronze Plan,No,16.0,SINGAPORE,20.25,5.06,F,32.0,1,0.74739885
Airlines,Online,Silver Plan,No,63.0,SINGAPORE,70.85,17.71,F,25.0,1,0.6364274
Airlines,Online,Basic Plan,No,26.0,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,M,29.0,0,0.00023697234
Airlines,Online,Gold Plan,No,3.0,SINGAPORE,83.0,20.75,M,31.0,0,1.4857403e-07
Airlines,Online,Basic Plan,No,22.0,HONG KONG,26.0,9.1,F,36.0,1,0.06784195
Airlines,Online,Value Plan,No,6.0,BRUNEI DARUSSALAM,15.0,6.0,M,28.0,0,7.2902543e-07
Airlines,Online,Silver Plan,No,17.0,SINGAPORE,83.0,20.75,F,29.0,1,0.22442077
Airlines,Online,Value Plan,No,8.0,BRUNEI DARUSSALAM,23.0,9.2,M,39.0,0,0.0019373262
Airlines,Online,Value Plan,No,24.0,HONG KONG,69.0,24.15,M,43.0,0,0.000584675
Airlines,Online,Basic Plan,No,16.0,CHINA,22.0,7.7,F,47.0,0,2.31256e-05
Airlines,Online,Silver Plan,No,15.0,SINGAPORE,95.25,23.81,F,33.0,1,0.086357184
Airlines,Online,Basic Plan,No,24.0,THAILAND,37.0,12.95,F,67.0,0,0.00082288845
Airlines,Online,Basic Plan,No,59.0,THAILAND,22.0,7.7,F,42.0,0,0.014584963
Airlines,Online,Annual Silver Plan,No,366.0,SINGAPORE,187.85,46.96,F,65.0,0,0.00011836994
Airlines,Online,Basic Plan,No,46.0,CHINA,50.0,17.5,M,37.0,0,1.1518091e-05
Airlines,Online,Basic Plan,No,10.0,INDONESIA,22.0,7.7,F,47.0,0,0.0004089296
Airlines,Online,Annual Silver Plan,No,372.0,SINGAPORE,213.95,53.49,M,31.0,1,0.9543441
Airlines,Online,Annual Gold Plan,No,366.0,SINGAPORE,599.0,149.75,M,72.0,0,8.77372e-05
Travel Agency,Online,Premier Plan,No,5.0,INDONESIA,38.0,14.44,F,48.0,0,0.00039124337
Airlines,Online,Bronze Plan,No,40.0,SINGAPORE,65.65,16.41,F,54.0,1,0.8376739
Airlines,Online,Basic Plan,No,18.0,THAILAND,22.0,7.7,M,29.0,0,0.00020481249
Airlines,Online,Basic Plan,No,30.0,JAPAN,35.0,12.25,M,49.0,0,2.7213395e-05
Airlines,Online,Value Plan,No,15.0,JAPAN,45.0,15.75,M,43.0,0,0.0009262935
Airlines,Online,Basic Plan,No,51.0,HONG KONG,22.0,7.7,M,35.0,0,0.0007443062
Airlines,Online,Basic Plan,No,45.0,PHILIPPINES,22.0,7.7,F,28.0,0,0.0001717637
Travel Agency,Offline,Comprehensive Plan,No,245.0,THAILAND,29.0,9.57,M,70.0,0,0.0010072716
Airlines,Online,Basic Plan,No,141.0,HONG KONG,22.0,7.7,M,38.0,0,4.9279668e-05
Travel Agency,Online,Value Plan,No,7.0,NETHERLANDS,58.0,22.04,F,48.0,0,0.00018392586
Airlines,Online,Basic Plan,No,7.0,THAILAND,22.0,7.7,M,43.0,0,6.3993386e-05
Airlines,Online,Basic Plan,No,41.0,CHINA,40.0,14.0,M,22.0,0,0.0011412748
Airlines,Online,Basic Plan,No,8.0,INDONESIA,30.0,10.5,F,36.0,0,0.002786193
Airlines,Online,Basic Plan,No,61.0,PHILIPPINES,30.0,10.5,F,32.0,0,0.0005084014
Airlines,Online,24 Protect,No,26.0,MALAYSIA,3.82,1.34,M,48.0,0,6.82222e-05
Airlines,Online,Basic Plan,No,13.0,HONG KONG,26.0,9.1,F,45.0,1,0.073647015
Airlines,Online,Value Plan,No,53.0,CHINA,45.0,15.75,M,57.0,0,0.00016563761
Airlines,Online,Value Plan,No,12.0,BRUNEI DARUSSALAM,15.0,6.0,M,56.0,0,1.2582702e-08
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,291.75,72.94,F,58.0,1,0.342473
Airlines,Online,Basic Plan,No,8.0,THAILAND,22.0,7.7,M,56.0,0,0.00012518068
Airlines,Online,Annual Silver Plan,No,386.0,SINGAPORE,252.85,63.21,F,33.0,1,0.0562287
Airlines,Online,Basic Plan,No,49.0,INDONESIA,22.0,7.7,F,52.0,0,0.0017222122
Airlines,Online,Bronze Plan,No,18.0,SINGAPORE,25.5,6.38,F,87.0,1,0.48565453
Airlines,Online,Value Plan,No,12.0,INDIA,31.0,12.4,M,118.0,0,5.432804e-06
Airlines,Online,Silver Plan,No,65.0,SINGAPORE,127.0,31.75,F,34.0,1,0.10580294
Airlines,Online,Value Plan,No,5.0,THAILAND,33.0,11.55,M,46.0,0,4.1199157e-05
Airlines,Online,Silver Plan,No,24.0,SINGAPORE,22.2,5.55,M,20.0,0,0.00011295776
Airlines,Online,Basic Plan,No,15.0,CHINA,26.0,9.1,M,65.0,0,0.000807137
Airlines,Online,Basic Plan,No,24.0,CHINA,26.0,9.1,F,39.0,0,0.00022714102
Airlines,Online,24 Protect,No,57.0,MALAYSIA,69.05,24.17,M,48.0,0,2.1796404e-05
Airlines,Online,Bronze Plan,No,30.0,SINGAPORE,59.15,14.79,F,37.0,1,0.4929693
Airlines,Online,Basic Plan,No,69.0,HONG KONG,26.0,9.1,M,58.0,0,5.5374112e-05
Airlines,Online,Basic Plan,No,75.0,INDONESIA,30.0,10.5,M,39.0,0,0.00010162906
Airlines,Online,Basic Plan,No,101.0,INDONESIA,52.0,18.2,F,36.0,0,1.7383703e-05
Airlines,Online,Basic Plan,No,78.0,SRI LANKA,40.0,14.0,M,51.0,0,0.014916807
Airlines,Online,Value Plan,No,10.0,CHINA,40.0,14.0,M,38.0,0,0.00026958733
Airlines,Online,Basic Plan,No,2.0,THAILAND,18.0,6.3,M,47.0,0,1.6600983e-05
Travel Agency,Online,Value Plan,No,262.0,UNITED KINGDOM,130.0,49.4,F,48.0,0,0.00019296426
Airlines,Online,Basic Plan,Yes,14.0,HONG KONG,26.0,9.1,F,36.0,1,0.9885611
Airlines,Online,Value Plan,No,10.0,CHINA,58.0,20.3,M,46.0,0,0.0022335355
Airlines,Online,Bronze Plan,No,19.0,SINGAPORE,34.5,8.63,M,26.0,1,0.24626808
Airlines,Online,Basic Plan,No,43.0,HONG KONG,26.0,9.1,F,48.0,0,0.0011566597
Airlines,Online,Value Plan,No,25.0,NETHERLANDS,87.0,30.45,M,73.0,0,0.0006837096
Airlines,Online,Silver Plan,No,14.0,SINGAPORE,0.0,13.49,F,62.0,0,0.0012973981
Airlines,Online,Basic Plan,No,13.0,CHINA,22.0,7.7,M,52.0,0,0.00033351145
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,25.2,6.3,M,13.0,0,0.00010818709
Airlines,Online,Basic Plan,No,45.0,CHINA,69.0,24.15,M,52.0,0,0.00035193397
Airlines,Online,Silver Plan,No,19.0,SINGAPORE,41.5,10.38,M,31.0,1,0.03753519
Airlines,Online,Bronze Plan,No,22.0,SINGAPORE,20.25,5.06,M,48.0,1,0.064691186
Airlines,Online,Silver Plan,No,84.0,SINGAPORE,127.0,31.75,F,47.0,1,0.30964267
Airlines,Online,Silver Plan,No,18.0,SINGAPORE,71.0,17.75,M,42.0,1,0.63391584
Airlines,Online,Bronze Plan,No,19.0,SINGAPORE,0.0,12.94,M,40.0,0,2.1934281e-06
Airlines,Online,Basic Plan,No,7.0,"KOREA, REPUBLIC OF",22.0,7.7,F,28.0,0,0.00024665933
Travel Agency,Online,Value Plan,No,10.0,INDONESIA,28.0,10.64,M,48.0,0,0.0059374967
Airlines,Online,Basic Plan,No,68.0,JAPAN,26.0,9.1,M,58.0,0,8.026477e-05
Travel Agency,Offline,Comprehensive Plan,No,207.0,MALAYSIA,29.0,9.57,F,28.0,0,0.0047538774
Airlines,Online,Basic Plan,No,3.0,CAMBODIA,18.0,6.3,M,43.0,0,0.00033751945
Airlines,Online,Gold Plan,No,8.0,SINGAPORE,46.15,11.54,M,87.0,0,0.0009799718
Airlines,Online,Basic Plan,No,35.0,PHILIPPINES,42.0,14.7,F,42.0,0,8.4259096e-05
Airlines,Online,Bronze Plan,No,18.0,SINGAPORE,0.0,7.47,M,45.0,0,8.617042e-05
Airlines,Online,Basic Plan,No,25.0,THAILAND,22.0,7.7,F,44.0,0,0.0010999019
Airlines,Online,Silver Plan,No,6.0,SINGAPORE,36.75,9.19,M,43.0,1,0.028854977
Airlines,Online,Value Plan,No,44.0,FRANCE,109.0,38.15,F,58.0,1,0.09251419
Travel Agency,Online,Premier Plan,No,22.0,INDONESIA,38.0,14.44,M,22.0,0,0.00014302264
Airlines,Online,Basic Plan,No,7.0,THAILAND,18.0,6.3,F,20.0,0,1.1591623e-05
Airlines,Online,Basic Plan,No,14.0,HONG KONG,26.0,9.1,F,69.0,0,0.0024210026
Travel Agency,Offline,Comprehensive Plan,No,186.0,MALAYSIA,-29.0,9.57,F,81.0,0,9.801048e-06
Airlines,Online,24 Protect,No,2.0,PHILIPPINES,3.1,1.08,M,48.0,0,6.0031674e-05
Airlines,Online,Basic Plan,No,12.0,PHILIPPINES,22.0,7.7,F,54.0,0,0.000111413894
Airlines,Online,Basic Plan,No,5.0,CHINA,22.0,7.7,F,26.0,0,0.00013494413
Airlines,Online,Basic Plan,No,10.0,THAILAND,22.0,7.7,M,55.0,0,4.566146e-05
Airlines,Online,Value Plan,No,20.0,BRUNEI DARUSSALAM,15.0,6.0,F,65.0,0,3.505795e-07
Airlines,Online,Basic Plan,No,14.0,CHINA,40.0,14.0,M,47.0,0,0.00050797634
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,27.75,6.94,F,25.0,0,0.0015552168
Airlines,Online,Basic Plan,No,23.0,MYANMAR,0.0,12.95,F,27.0,0,6.8525004e-08
Airlines,Online,Basic Plan,No,7.0,CHINA,26.0,9.1,M,37.0,0,0.00048229707
Airlines,Online,Value Plan,No,7.0,BRUNEI DARUSSALAM,0.0,6.0,M,69.0,0,5.463941e-07
Airlines,Online,Basic Plan,No,19.0,THAILAND,18.0,6.3,F,47.0,0,0.0022383449
Airlines,Online,Basic Plan,No,8.0,PHILIPPINES,30.0,10.5,F,59.0,0,0.00073739345
Airlines,Online,Silver Plan,No,217.0,SINGAPORE,117.75,29.44,F,36.0,0,0.01371027
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,17.25,4.31,F,60.0,0,0.003224899
Airlines,Online,Silver Plan,No,49.0,SINGAPORE,82.55,20.64,M,30.0,1,0.123073325
Airlines,Online,Basic Plan,No,174.0,THAILAND,22.0,7.7,F,36.0,0,0.00075962866
Airlines,Online,Value Plan,No,98.0,INDIA,31.0,12.4,F,118.0,0,4.141451e-05
Airlines,Online,Bronze Plan,No,24.0,SINGAPORE,18.0,4.5,M,29.0,1,0.15515813
Airlines,Online,Basic Plan,No,48.0,PHILIPPINES,37.0,12.95,F,38.0,0,0.00010838918
Airlines,Online,Value Plan,No,93.0,INDIA,273.0,109.2,M,118.0,1,0.044470068
Airlines,Online,Basic Plan,No,20.0,HONG KONG,26.0,9.1,M,48.0,0,1.8101297e-05
Airlines,Online,Basic Plan,No,85.0,PHILIPPINES,30.0,10.5,M,81.0,0,1.38209125e-05
Airlines,Online,Basic Plan,No,67.0,MALAYSIA,18.0,6.3,M,62.0,0,0.00030976176
Airlines,Online,24 Protect,No,17.0,PHILIPPINES,-14.39,5.04,F,48.0,0,0.0037139868
Airlines,Online,Value Plan,No,1.0,BRUNEI DARUSSALAM,15.0,6.0,M,26.0,0,3.8103124e-07
Airlines,Online,Value Plan,No,30.0,INDIA,31.0,12.4,F,118.0,0,0.0002550655
Airlines,Online,Value Plan,No,10.0,BRUNEI DARUSSALAM,23.0,9.2,M,44.0,0,0.006209382
Airlines,Online,24 Protect,No,17.0,PHILIPPINES,14.39,5.04,F,48.0,0,0.0037139868
Airlines,Online,Annual Silver Plan,No,374.0,SINGAPORE,291.75,72.94,M,49.0,1,0.3001869
Airlines,Online,Basic Plan,No,11.0,HONG KONG,26.0,9.1,M,49.0,1,0.018952748
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,252.85,63.21,M,43.0,1,0.9918777
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,23.4,5.85,F,34.0,0,0.0011248314
Airlines,Online,Basic Plan,No,35.0,MYANMAR,22.0,7.7,M,28.0,0,3.5235345e-05
Airlines,Online,Silver Plan,No,2.0,SINGAPORE,19.5,4.88,F,33.0,0,0.0047635594
Airlines,Online,Value Plan,No,27.0,UNITED STATES,121.0,42.35,M,47.0,0,0.0008966317
Airlines,Online,Basic Plan,No,81.0,AUSTRALIA,26.0,9.1,F,35.0,0,0.00015087094
Airlines,Online,Basic Plan,No,2.0,INDONESIA,18.0,6.3,F,48.0,0,8.6657914e-05
Airlines,Online,Value Plan,No,109.0,FRANCE,149.0,52.15,M,30.0,0,0.0019926548
Airlines,Online,Silver Plan,No,12.0,SINGAPORE,54.6,13.65,M,28.0,1,0.018783428
Airlines,Online,Value Plan,No,15.0,INDIA,60.0,24.0,M,118.0,0,0.0005782427
Airlines,Online,Basic Plan,No,5.0,THAILAND,-22.0,7.7,F,54.0,0,8.748915e-06
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,30.0,7.5,M,33.0,0,0.00037120082
Airlines,Online,Basic Plan,No,12.0,THAILAND,18.0,6.3,F,55.0,0,0.00017171787
Airlines,Online,24 Protect,No,33.0,PHILIPPINES,3.98,1.39,M,48.0,0,0.000121483376
Airlines,Online,24 Protect,No,6.0,UNITED ARAB EMIRATES,19.0,6.65,F,48.0,0,0.0006577213
Airlines,Online,Annual Silver Plan,No,387.0,SINGAPORE,252.85,63.21,F,37.0,1,0.70024115
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,17.55,4.39,F,50.0,0,0.0089591835
Airlines,Online,Bronze Plan,No,41.0,SINGAPORE,80.6,20.15,M,37.0,0,0.008449025
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,35.25,8.81,M,30.0,0,1.293991e-05
Airlines,Online,Silver Plan,No,27.0,SINGAPORE,31.85,7.96,F,46.0,1,0.8657313
Airlines,Online,Annual Gold Plan,No,365.0,SINGAPORE,599.0,149.75,M,29.0,1,0.16276187
Airlines,Online,Value Plan,No,19.0,CHINA,45.0,15.75,M,39.0,0,5.2229305e-05
Airlines,Online,Value Plan,No,43.0,INDIA,31.0,12.4,M,118.0,0,0.00011457609
Airlines,Online,Basic Plan,No,38.0,INDONESIA,18.0,6.3,F,53.0,0,0.0037552854
Airlines,Online,Basic Plan,No,22.0,THAILAND,18.0,6.3,M,64.0,1,0.020295247
Travel Agency,Online,Value Plan,No,39.0,INDONESIA,28.0,10.64,F,48.0,0,0.008427784
Airlines,Online,Silver Plan,No,15.0,SINGAPORE,24.05,6.01,F,55.0,1,0.30781046
Airlines,Online,Bronze Plan,No,27.0,SINGAPORE,71.0,17.75,M,36.0,1,0.057989467
Airlines,Online,Annual Silver Plan,Yes,366.0,SINGAPORE,252.85,63.21,M,38.0,1,0.978917
Airlines,Online,Value Plan,No,13.0,PHILIPPINES,39.0,13.65,M,50.0,0,0.00033539825
Airlines,Online,Value Plan,No,10.0,"KOREA, REPUBLIC OF",45.0,15.75,M,38.0,0,1.9613843e-05
Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,252.85,63.21,F,31.0,1,0.01810877
Airlines,Online,Basic Plan,No,4.0,MALAYSIA,18.0,6.3,M,52.0,0,0.00014993788
Airlines,Online,Basic Plan,No,20.0,MALAYSIA,22.0,7.7,M,33.0,0,6.064294e-06
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,18.5,4.63,M,43.0,0,0.00923686
Airlines,Online,Value Plan,No,166.0,CANADA,164.0,57.4,M,35.0,0,0.00066510495
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,187.85,46.96,F,62.0,1,0.060932886
Airlines,Online,Basic Plan,No,7.0,MALAYSIA,18.0,6.3,F,27.0,0,0.00015135927
Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,187.85,46.96,M,38.0,1,0.9663146
Airlines,Online,Bronze Plan,Yes,32.0,SINGAPORE,53.5,13.38,M,23.0,1,0.98464507
Travel Agency,Offline,Comprehensive Plan,No,36.0,THAILAND,29.0,9.57,F,118.0,0,8.0112906e-05
Airlines,Online,Silver Plan,No,10.0,SINGAPORE,43.55,10.89,F,57.0,1,0.31715977
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,16.2,4.05,M,68.0,0,0.00011882582
Airlines,Online,Basic Plan,No,22.0,CHINA,26.0,9.1,M,50.0,0,0.000113028225
Airlines,Online,Basic Plan,No,8.0,AUSTRALIA,26.0,9.1,M,53.0,1,0.08928677
Airlines,Online,Silver Plan,Yes,10.0,SINGAPORE,43.55,10.89,M,45.0,1,0.9680769
Travel Agency,Online,Premier Plan,No,86.0,NETHERLANDS,171.0,64.98,M,48.0,1,0.044617523
Airlines,Online,Basic Plan,No,8.0,VIET NAM,30.0,10.5,F,26.0,0,0.0013525905
Airlines,Online,Annual Silver Plan,Yes,367.0,SINGAPORE,252.85,63.21,M,45.0,1,0.9971795
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,25.0,6.25,M,34.0,0,0.0006813461
Airlines,Online,Basic Plan,No,23.0,HONG KONG,26.0,9.1,M,40.0,0,3.223267e-05
Airlines,Online,Value Plan,No,10.0,INDIA,50.0,20.0,M,118.0,0,1.853783e-05
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,24.05,6.01,M,21.0,0,6.1162956e-07
Airlines,Online,Basic Plan,No,72.0,VIET NAM,22.0,7.7,M,35.0,0,4.4996425e-05
Airlines,Online,Value Plan,No,30.0,CHINA,83.0,29.05,F,40.0,0,0.0001305031
Airlines,Online,Basic Plan,No,7.0,MYANMAR,22.0,7.7,M,57.0,0,0.0007341295
Airlines,Online,Value Plan,No,3.0,BRUNEI DARUSSALAM,15.0,6.0,M,72.0,0,1.4925602e-06
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,216.75,54.19,F,33.0,1,0.26012284
Airlines,Online,Value Plan,No,31.0,INDIA,93.0,37.2,M,118.0,0,0.0021988929
Airlines,Online,Basic Plan,No,14.0,CHINA,35.0,12.25,M,39.0,0,0.00092823716
Airlines,Online,Basic Plan,No,61.0,CHINA,35.0,12.25,F,65.0,0,0.00038293697
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,71.0,17.75,F,42.0,0,2.4287036e-05
Airlines,Online,Basic Plan,No,104.0,CHINA,35.0,12.25,M,55.0,0,6.3609027e-06
Airlines,Online,Basic Plan,No,48.0,CHINA,40.0,14.0,F,58.0,0,0.0010474155
Airlines,Online,Basic Plan,No,62.0,CHINA,26.0,9.1,F,44.0,0,8.4992316e-05
Airlines,Online,Basic Plan,No,7.0,VIET NAM,22.0,7.7,F,38.0,0,0.0003367341
Airlines,Online,Basic Plan,No,3.0,THAILAND,18.0,6.3,F,61.0,0,0.00014218692
Airlines,Online,Basic Plan,No,7.0,HONG KONG,26.0,9.1,M,62.0,0,0.0035675652
Airlines,Online,Basic Plan,No,7.0,INDONESIA,22.0,7.7,F,40.0,0,0.00053564215
Airlines,Online,Basic Plan,No,49.0,THAILAND,22.0,7.7,M,58.0,0,0.007824553
Airlines,Online,Basic Plan,No,48.0,CHINA,26.0,9.1,M,38.0,0,0.0013889591
Airlines,Online,Basic Plan,No,26.0,THAILAND,37.0,12.95,F,37.0,0,0.00011012253
Airlines,Online,Basic Plan,No,36.0,PHILIPPINES,33.0,11.55,F,36.0,0,0.0038978206
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,17.55,4.39,F,39.0,1,0.021063277
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,22.1,5.53,F,46.0,1,0.023074415
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,35.25,8.81,F,57.0,0,0.003509755
Airlines,Online,Annual Silver Plan,No,366.0,SINGAPORE,252.85,63.21,F,55.0,1,0.9734952
Airlines,Online,Value Plan,No,18.0,AUSTRALIA,58.0,20.3,F,35.0,0,0.01253846
Airlines,Online,Bronze Plan,No,55.0,SINGAPORE,26.0,6.5,F,30.0,1,0.60080457
Travel Agency,Offline,Comprehensive Plan,No,29.0,MALAYSIA,29.0,9.57,F,74.0,0,0.00033226263
Travel Agency,Offline,Comprehensive Plan,No,76.0,THAILAND,29.0,9.57,F,59.0,0,0.011735124
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,291.75,72.94,M,37.0,0,0.0015675992
Airlines,Online,Silver Plan,No,10.0,SINGAPORE,19.5,4.88,F,53.0,1,0.07129049
Airlines,Online,Basic Plan,No,23.0,THAILAND,22.0,7.7,M,58.0,0,0.00013885999
Travel Agency,Online,Premier Plan,No,111.0,INDONESIA,118.0,44.84,F,48.0,0,0.00084394886
Airlines,Online,Basic Plan,No,115.0,"KOREA, REPUBLIC OF",35.0,12.25,M,27.0,0,0.00027441359
Airlines,Online,Basic Plan,No,17.0,CHINA,0.0,7.7,F,28.0,0,1.001889e-05
Airlines,Online,Bronze Plan,No,62.0,SINGAPORE,27.0,6.75,F,33.0,1,0.23436752
Airlines,Online,Annual Silver Plan,No,386.0,SINGAPORE,291.75,72.94,F,47.0,1,0.7844509
Airlines,Online,Value Plan,No,11.0,GERMANY,87.0,30.45,M,49.0,0,0.0009420046
Airlines,Online,Bronze Plan,No,1.0,SINGAPORE,13.8,3.45,F,34.0,0,0.00048568935
Airlines,Online,Value Plan,No,27.0,JAPAN,83.0,29.05,M,50.0,0,0.00016399051
Airlines,Online,Basic Plan,No,8.0,THAILAND,18.0,6.3,M,47.0,0,2.7261292e-05
Airlines,Online,Value Plan,No,8.0,BRUNEI DARUSSALAM,23.0,9.2,M,32.0,0,0.00014359575
Airlines,Online,Annual Gold Plan,No,373.0,SINGAPORE,389.35,97.34,M,58.0,0,0.0022234726
Airlines,Online,Basic Plan,No,7.0,MALAYSIA,18.0,6.3,M,28.0,0,3.0981933e-05
Airlines,Online,Value Plan,No,12.0,CHINA,36.0,12.6,M,36.0,0,7.502366e-05
Airlines,Online,Annual Silver Plan,Yes,368.0,SINGAPORE,252.85,63.21,M,35.0,1,0.9897048
Airlines,Online,Basic Plan,No,18.0,CHINA,26.0,9.1,M,51.0,0,0.00041366948
Airlines,Online,Basic Plan,No,47.0,INDONESIA,30.0,10.5,F,41.0,0,0.007698218
Airlines,Online,Basic Plan,No,52.0,CHINA,35.0,12.25,M,35.0,0,0.00015452699
Airlines,Online,Basic Plan,No,5.0,HONG KONG,26.0,9.1,M,28.0,0,0.00058181875
Airlines,Online,Basic Plan,No,154.0,"KOREA, REPUBLIC OF",69.0,24.15,M,24.0,0,0.00038608827
Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,46.15,11.54,M,47.0,0,0.010009006
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,-289.0,72.25,M,30.0,0,6.299372e-08
Airlines,Online,24 Protect,No,13.0,PHILIPPINES,2.57,0.9,M,48.0,0,0.00012420569
Airlines,Online,Value Plan,Yes,9.0,AUSTRALIA,45.0,15.75,F,45.0,1,0.9904225
Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,252.85,63.21,M,30.0,1,0.9341494
Travel Agency,Offline,Comprehensive Plan,No,67.0,THAILAND,29.0,9.57,F,51.0,0,0.008477108
Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,252.85,63.21,M,40.0,1,0.1196444
Airlines,Online,Gold Plan,No,33.0,SINGAPORE,27.0,6.75,F,34.0,1,0.5124031
Airlines,Online,24 Protect,No,39.0,PHILIPPINES,3.1,1.08,M,48.0,0,0.00013672297
Airlines,Online,Basic Plan,No,87.0,JAPAN,26.0,9.1,F,32.0,0,5.452341e-05
Airlines,Online,Bronze Plan,No,19.0,SINGAPORE,19.5,4.88,F,42.0,1,0.9073834
Travel Agency,Offline,Comprehensive Plan,No,8.0,THAILAND,29.0,9.57,M,27.0,0,9.319009e-05
Airlines,Online,Silver Plan,No,12.0,SINGAPORE,32.5,8.13,M,27.0,0,0.0064777257
Airlines,Online,Basic Plan,No,43.0,THAILAND,30.0,10.5,M,61.0,1,0.025693107
Airlines,Online,Basic Plan,No,87.0,CHINA,83.0,29.05,F,22.0,0,0.00010925596
Airlines,Online,Value Plan,No,22.0,INDIA,31.0,12.4,F,118.0,0,0.00043484746
Airlines,Online,Annual Silver Plan,No,392.0,SINGAPORE,0.0,63.21,M,41.0,0,7.881841e-08
Airlines,Online,Value Plan,No,28.0,AUSTRALIA,45.0,15.75,M,48.0,0,0.0017547255
Airlines,Online,24 Protect,No,33.0,PHILIPPINES,47.43,16.6,M,48.0,0,4.423401e-05
Airlines,Online,Basic Plan,No,39.0,VIET NAM,22.0,7.7,F,39.0,0,0.005881275
Airlines,Online,24 Protect,No,82.0,PHILIPPINES,4.68,1.64,M,48.0,0,3.858011e-06
Travel Agency,Offline,Comprehensive Plan,No,4.0,MALAYSIA,29.0,9.57,F,118.0,0,0.00027975318
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,27.75,6.94,M,9.0,0,2.8621596e-06
Airlines,Online,Value Plan,No,19.0,NETHERLANDS,87.0,30.45,M,33.0,0,3.8634093e-07
Airlines,Online,Basic Plan,No,4.0,MALAYSIA,18.0,6.3,M,41.0,0,3.7854436e-05
Airlines,Online,Silver Plan,No,14.0,SINGAPORE,54.5,13.63,M,37.0,1,0.2249523
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,24.05,6.01,M,36.0,0,2.0094001e-05
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,14.95,3.74,F,43.0,0,0.0018792026
Airlines,Online,Basic Plan,No,5.0,HONG KONG,26.0,9.1,F,31.0,0,0.0012742644
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,22.1,5.53,M,47.0,0,0.0040922593
Airlines,Online,Basic Plan,No,5.0,MALAYSIA,18.0,6.3,M,40.0,0,4.1195854e-05
Airlines,Online,Basic Plan,No,6.0,CHINA,22.0,7.7,F,35.0,0,0.00018408905
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,17.55,4.39,M,29.0,0,0.005633745
Airlines,Online,Value Plan,No,9.0,CHINA,36.0,12.6,M,58.0,0,0.006602517
Airlines,Online,Value Plan,No,9.0,"KOREA, REPUBLIC OF",45.0,15.75,M,44.0,0,0.00027064246
Airlines,Online,Value Plan,No,105.0,DENMARK,110.0,38.5,M,118.0,0,0.010802544
Airlines,Online,Value Plan,No,6.0,UNITED KINGDOM,67.0,23.45,M,20.0,0,6.4906146e-08
Airlines,Online,Value Plan,No,40.0,INDIA,75.0,30.0,F,118.0,1,0.018509513
Airlines,Online,Basic Plan,No,69.0,THAILAND,22.0,7.7,M,35.0,0,0.00036491675
Airlines,Online,Basic Plan,No,76.0,AUSTRALIA,35.0,12.25,M,57.0,0,7.766791e-05
Airlines,Online,Silver Plan,No,6.0,SINGAPORE,53.95,13.49,M,22.0,0,0.0001450927
Airlines,Online,Basic Plan,No,3.0,JAPAN,22.0,7.7,M,34.0,0,0.00019171626
Airlines,Online,Basic Plan,No,10.0,MYANMAR,18.0,6.3,M,54.0,0,4.2745312e-05
Airlines,Online,Annual Silver Plan,No,366.0,SINGAPORE,252.85,63.21,M,45.0,1,0.9354347
Airlines,Online,Basic Plan,No,14.0,THAILAND,18.0,6.3,M,46.0,0,0.0008811833
Travel Agency,Offline,Comprehensive Plan,No,4.0,THAILAND,29.0,9.57,F,31.0,0,1.729885e-05
Airlines,Online,Bronze Plan,No,19.0,SINGAPORE,35.25,8.81,F,31.0,1,0.048842736
Airlines,Online,Basic Plan,No,125.0,THAILAND,30.0,10.5,F,59.0,0,0.00048250007
