Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
EPX,Travel Agency,Online,Cancellation Plan,No,19.0,UNITED STATES,69.0,0.0,,32.0
EPX,Travel Agency,Online,Cancellation Plan,No,52.0,PHILIPPINES,15.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,20.0,HONG KONG,11.0,0.0,,26.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,68.0,VIET NAM,29.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,29.0,THAILAND,22.0,7.7,M,53.0
EPX,Travel Agency,Online,Cancellation Plan,No,23.0,INDONESIA,10.0,0.0,,54.0
JZI,Airlines,Online,Basic Plan,No,4.0,CHINA,26.0,9.1,F,59.0
JZI,Airlines,Online,Basic Plan,No,6.0,VIET NAM,22.0,7.7,F,39.0
JZI,Airlines,Online,Basic Plan,No,52.0,INDONESIA,33.0,11.55,F,26.0
RAB,Airlines,Online,Value Plan,No,10.0,BRUNEI DARUSSALAM,15.0,6.0,,58.0
JZI,Airlines,Online,Basic Plan,No,12.0,INDONESIA,18.0,6.3,M,34.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17.0,MALAYSIA,19.8,11.88,,30.0
SSI,Airlines,Online,Ticket Protector,No,52.0,SINGAPORE,1.67,0.47,,48.0
KML,Travel Agency,Online,Premier Plan,No,104.0,INDONESIA,38.0,14.44,F,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22.0,UNITED STATES,36.0,0.0,,38.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8.0,UNITED STATES,9.9,5.94,,50.0
JZI,Airlines,Online,Basic Plan,No,4.0,INDONESIA,18.0,6.3,M,31.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26.0,CHINA,31.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,24.0,SINGAPORE,4.63,1.3,,48.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23.0,MALAYSIA,188.1,112.86,,33.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14.0,THAILAND,35.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,69.0,SINGAPORE,53.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20.0,INDONESIA,29.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,314.0,UNITED STATES,88.0,0.0,,37.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,20.0,UNITED STATES,20.0,0.0,,34.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,49.0,HONG KONG,39.0,0.0,,34.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,30.0,"KOREA, REPUBLIC OF",26.0,0.0,,46.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,169.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,Yes,80.0,UNITED STATES,103.0,0.0,,29.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,MALAYSIA,10.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,11.5,2.88,F,45.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,HONG KONG,17.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,64.0,SINGAPORE,6.56,1.84,,48.0
JZI,Airlines,Online,Basic Plan,No,73.0,VIET NAM,30.0,10.5,M,34.0
EPX,Travel Agency,Online,Cancellation Plan,No,128.0,SINGAPORE,11.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,195.0,PERU,22.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,38.0,SINGAPORE,12.0,0.0,,64.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,56.0,AUSTRALIA,39.6,23.76,,46.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,100.0,JORDAN,49.5,29.7,,32.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,19.0,SINGAPORE,20.0,0.0,,46.0
C2B,Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,30.55,7.64,F,37.0
EPX,Travel Agency,Online,Cancellation Plan,No,84.0,SPAIN,42.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,12.0,THAILAND,39.6,23.76,,37.0
EPX,Travel Agency,Online,Cancellation Plan,No,14.0,CHINA,22.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,104.0,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,F,36.0
JZI,Airlines,Online,Value Plan,No,53.0,UNITED STATES,138.0,48.3,M,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,31.0,PORTUGAL,23.0,0.0,,36.0
ART,Airlines,Online,24 Protect,No,8.0,MALAYSIA,31.75,11.11,F,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8.0,SINGAPORE,32.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8.0,LUXEMBOURG,39.6,23.76,,31.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,27.0,CHINA,32.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3.0,SINGAPORE,20.0,0.0,,30.0
EPX,Travel Agency,Online,Cancellation Plan,No,32.0,MALAYSIA,12.0,0.0,,47.0
EPX,Travel Agency,Online,Cancellation Plan,No,28.0,HONG KONG,16.0,0.0,,46.0
JZI,Airlines,Online,Value Plan,No,9.0,VIET NAM,33.0,11.55,M,38.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9.0,HONG KONG,24.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,118.0,IRELAND,-118.8,71.28,,56.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,30.0,"TAIWAN, PROVINCE OF CHINA",24.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,2.0,BRAZIL,10.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,25.5,6.38,M,29.0
SSI,Airlines,Online,Ticket Protector,No,94.0,SINGAPORE,9.33,2.62,,48.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,107.0,AUSTRALIA,59.4,35.64,,38.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,81.0,UNITED STATES,69.3,41.58,,57.0
C2B,Airlines,Online,Annual Silver Plan,No,371.0,SINGAPORE,252.85,63.21,M,31.0
JZI,Airlines,Online,Basic Plan,No,14.0,HONG KONG,26.0,9.1,F,40.0
EPX,Travel Agency,Online,Cancellation Plan,No,82.0,SPAIN,11.0,0.0,,36.0
C2B,Airlines,Online,Silver Plan,No,11.0,SINGAPORE,24.05,6.01,M,42.0
EPX,Travel Agency,Online,Cancellation Plan,No,60.0,"KOREA, REPUBLIC OF",37.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,31.0,INDIA,35.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,81.0,MALTA,29.7,17.82,,27.0
JZI,Airlines,Online,Value Plan,No,125.0,NEW ZEALAND,0.0,29.05,M,61.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,PHILIPPINES,13.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,30.0,MALAYSIA,20.0,0.0,,23.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,PHILIPPINES,10.0,0.0,,36.0
JWT,Airlines,Online,Value Plan,No,56.0,INDIA,75.0,30.0,M,118.0
EPX,Travel Agency,Online,Cancellation Plan,No,6.0,INDONESIA,39.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,34.0,CANADA,112.0,0.0,,24.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,91.0,CHINA,34.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,79.0,SPAIN,53.0,0.0,,36.0
KML,Travel Agency,Online,Premier Plan,No,32.0,INDONESIA,49.0,18.62,F,48.0
JZI,Airlines,Online,Basic Plan,No,46.0,VIET NAM,22.0,7.7,M,58.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3.0,THAILAND,20.0,0.0,,28.0
JZI,Airlines,Online,Basic Plan,No,30.0,PHILIPPINES,37.0,12.95,F,34.0
EPX,Travel Agency,Online,Cancellation Plan,No,19.0,UNITED STATES,65.0,0.0,,55.0
EPX,Travel Agency,Online,Cancellation Plan,No,11.0,SINGAPORE,19.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,35.0,PHILIPPINES,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14.0,CHINA,40.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,81.0,UNITED STATES,20.0,0.0,,25.0
JZI,Airlines,Online,Basic Plan,No,20.0,INDIA,35.0,12.25,M,40.0
JZI,Airlines,Online,Basic Plan,No,5.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,55.0
EPX,Travel Agency,Online,Cancellation Plan,No,40.0,INDIA,18.0,0.0,,24.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,THAILAND,22.0,0.0,,29.0
EPX,Travel Agency,Online,Cancellation Plan,No,21.0,UNITED STATES,19.0,0.0,,20.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18.0,BELGIUM,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,268.0,ITALY,112.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,28.0,THAILAND,21.0,0.0,,29.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,MALAYSIA,20.0,0.0,,32.0
EPX,Travel Agency,Online,Cancellation Plan,No,43.0,"KOREA, REPUBLIC OF",38.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,31.0,CHINA,47.0,0.0,,36.0
ART,Airlines,Online,24 Protect,No,2.0,THAILAND,7.34,2.57,M,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,37.0,PHILIPPINES,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,43.0,INDONESIA,10.0,0.0,,40.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9.0,JAPAN,20.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,29.0,AUSTRALIA,44.0,15.4,F,20.0
EPX,Travel Agency,Online,Cancellation Plan,No,106.0,NETHERLANDS,65.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,JAPAN,13.0,0.0,,26.0
JZI,Airlines,Online,Basic Plan,No,9.0,THAILAND,18.0,6.3,M,38.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25.0,CHINA,56.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,53.0,UNITED STATES,70.0,0.0,,50.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18.0,CAMBODIA,21.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,57.0,SINGAPORE,20.0,0.0,,42.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,61.0,CAMBODIA,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2.0,SINGAPORE,19.8,11.88,,46.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6.0,SAUDI ARABIA,0.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,16.0,"KOREA, REPUBLIC OF",29.7,17.82,,28.0
JZI,Airlines,Online,Basic Plan,No,16.0,CHINA,35.0,12.25,F,39.0
EPX,Travel Agency,Online,Cancellation Plan,No,116.0,PERU,37.0,0.0,,20.0
JZI,Airlines,Online,Basic Plan,No,27.0,INDONESIA,42.0,14.7,F,39.0
SSI,Airlines,Offline,Ticket Protector,No,1.0,SINGAPORE,0.07,0.02,,118.0
JZI,Airlines,Online,Basic Plan,No,36.0,THAILAND,22.0,7.7,M,30.0
C2B,Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,23.5,5.88,F,25.0
JZI,Airlines,Online,Basic Plan,No,56.0,CHINA,35.0,12.25,F,47.0
C2B,Airlines,Online,Silver Plan,No,30.0,SINGAPORE,82.55,20.64,F,58.0
C2B,Airlines,Online,Gold Plan,No,5.0,SINGAPORE,54.0,13.5,M,35.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,MALAYSIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,53.0,NEW ZEALAND,80.0,0.0,,36.0
C2B,Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,291.75,72.94,F,28.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,110.0,AUSTRALIA,59.4,35.64,,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,24.0,MYANMAR,12.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,7.0,MALAYSIA,18.0,6.3,M,42.0
EPX,Travel Agency,Online,Cancellation Plan,No,31.0,THAILAND,30.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10.0,AUSTRALIA,39.6,23.76,,38.0
JZI,Airlines,Online,Basic Plan,No,13.0,HONG KONG,22.0,7.7,M,54.0
JZI,Airlines,Online,Value Plan,No,9.0,AUSTRALIA,45.0,15.75,M,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,185.0,JAPAN,31.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,SINGAPORE,80.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,5.0,THAILAND,18.0,6.3,M,31.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,42.0,MALAYSIA,29.7,17.82,,72.0
JZI,Airlines,Online,Basic Plan,No,9.0,CHINA,26.0,9.1,M,47.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10.0,AUSTRALIA,39.6,23.76,,30.0
EPX,Travel Agency,Online,Cancellation Plan,No,13.0,JAPAN,13.0,0.0,,26.0
EPX,Travel Agency,Online,Cancellation Plan,No,15.0,CHINA,37.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,131.0,ITALY,66.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9.0,MALAYSIA,49.5,29.7,,38.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,65.0,FRANCE,49.5,29.7,,32.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,76.0,"KOREA, REPUBLIC OF",28.0,0.0,,21.0
JZI,Airlines,Online,Basic Plan,No,153.0,JAPAN,179.0,62.65,F,51.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,59.0,SPAIN,148.5,89.1,,47.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,40.0,CAMBODIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,SINGAPORE,23.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9.0,DENMARK,29.7,17.82,,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,MALAYSIA,18.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,24.0,UNITED STATES,19.8,11.88,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,127.0,MALAYSIA,49.5,29.7,,31.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,27.0,UNITED STATES,29.7,17.82,,38.0
JZI,Airlines,Online,Basic Plan,No,10.0,CHINA,26.0,9.1,F,50.0
EPX,Travel Agency,Online,Cancellation Plan,No,76.0,SINGAPORE,31.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,24.0,CZECH REPUBLIC,29.7,17.82,,61.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18.0,MALAYSIA,20.0,0.0,,47.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12.0,FINLAND,96.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5.0,INDIA,57.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,19.0,HONG KONG,13.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,122.0,JAPAN,19.0,0.0,,26.0
EPX,Travel Agency,Online,Cancellation Plan,No,230.0,THAILAND,29.0,0.0,,29.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25.0,THAILAND,20.0,0.0,,36.0
JZI,Airlines,Online,Value Plan,No,32.0,JAPAN,69.0,24.15,F,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,76.0,AUSTRALIA,44.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,213.0,JAPAN,29.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11.0,MALAYSIA,20.0,0.0,,32.0
SSI,Airlines,Online,Ticket Protector,No,29.0,SINGAPORE,12.35,3.46,,48.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,14.0,JAPAN,64.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,47.0,INDIA,24.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,26.0,JAPAN,26.0,9.1,M,49.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29.0,UNITED STATES,9.9,5.94,,33.0
JZI,Airlines,Online,Basic Plan,No,32.0,PHILIPPINES,33.0,11.55,F,40.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20.0,VIET NAM,20.0,0.0,,27.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,69.0,HONG KONG,20.0,0.0,,44.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,52.0,INDIA,37.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,41.0,FRANCE,69.3,41.58,,31.0
JZI,Airlines,Online,Basic Plan,No,17.0,CHINA,35.0,12.25,M,63.0
EPX,Travel Agency,Online,Cancellation Plan,No,32.0,INDIA,33.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,38.0,CHINA,14.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,37.0,"TAIWAN, PROVINCE OF CHINA",32.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,33.0,HONG KONG,17.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,34.0,AUSTRALIA,33.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,6.0,NEW ZEALAND,30.0,0.0,,36.0
RAB,Airlines,Online,Value Plan,No,34.0,BRUNEI DARUSSALAM,31.0,12.4,M,24.0
EPX,Travel Agency,Online,Cancellation Plan,No,23.0,MALAYSIA,10.0,0.0,,43.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,"KOREA, REPUBLIC OF",67.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8.0,MALAYSIA,29.7,17.82,,51.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7.0,MALAYSIA,29.7,17.82,,57.0
EPX,Travel Agency,Online,Cancellation Plan,No,113.0,PHILIPPINES,10.0,0.0,,20.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4.0,MALAYSIA,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6.0,MALAYSIA,0.0,11.88,,30.0
EPX,Travel Agency,Online,Cancellation Plan,No,23.0,INDIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,13.0,SINGAPORE,33.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9.0,THAILAND,21.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,104.0,SINGAPORE,20.0,0.0,,56.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,145.0,NEW ZEALAND,39.6,23.76,,32.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5.0,HONG KONG,26.0,0.0,,36.0
C2B,Airlines,Online,Silver Plan,No,9.0,SINGAPORE,22.2,5.55,M,29.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,24.0,AUSTRALIA,49.5,29.7,,40.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,34.0,AUSTRALIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,34.0,SRI LANKA,24.0,0.0,,36.0
JWT,Airlines,Online,Value Plan,No,15.0,INDIA,31.0,12.4,M,118.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,INDONESIA,80.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,16.0,SINGAPORE,38.35,9.59,F,25.0
EPX,Travel Agency,Online,Cancellation Plan,No,18.0,MALAYSIA,10.0,0.0,,30.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,30.0,SPAIN,9.9,5.94,,51.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,37.0,MALAYSIA,49.5,29.7,,42.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16.0,MALAYSIA,28.0,0.0,,52.0
JZI,Airlines,Online,Basic Plan,No,24.0,PHILIPPINES,18.0,6.3,,118.0
EPX,Travel Agency,Online,Cancellation Plan,No,53.0,HONG KONG,14.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,49.0,INDIA,28.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,52.0,MALAYSIA,11.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,10.0,CHINA,31.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,39.0,INDIA,35.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23.0,THAILAND,24.0,0.0,,42.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10.0,JORDAN,39.6,23.76,,26.0
EPX,Travel Agency,Online,Cancellation Plan,No,32.0,"KOREA, REPUBLIC OF",45.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,"TAIWAN, PROVINCE OF CHINA",31.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,19.0,UNITED STATES,10.0,0.0,,31.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,41.0,UNITED STATES,69.3,41.58,,57.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,166.0,ICELAND,108.9,65.34,,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,26.0,LAO PEOPLE'S DEMOCRATIC REPUBLIC,74.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,23.4,5.85,M,29.0
EPX,Travel Agency,Online,Cancellation Plan,No,143.0,SPAIN,58.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,CHINA,44.0,0.0,,36.0
JZI,Airlines,Online,Value Plan,No,6.0,"TAIWAN, PROVINCE OF CHINA",45.0,15.75,M,71.0
ART,Airlines,Online,24 Protect,No,2.0,SINGAPORE,7.6,2.66,M,48.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,98.0,AUSTRALIA,20.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,13.0,MYANMAR,18.0,6.3,F,30.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2.0,THAILAND,42.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,86.0,MALAYSIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,17.0,UNITED STATES,16.0,0.0,,31.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,21.0,AUSTRALIA,59.4,35.64,,49.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,33.0,CHINA,27.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16.0,HONG KONG,26.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,THAILAND,14.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,192.0,MONGOLIA,36.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,PHILIPPINES,12.0,0.0,,38.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,FRANCE,37.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,11.0,THAILAND,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4.0,MALAYSIA,29.0,0.0,,51.0
EPX,Travel Agency,Online,Cancellation Plan,No,20.0,VIET NAM,10.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8.0,MALAYSIA,19.8,11.88,,69.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,43.0,AUSTRALIA,29.7,17.82,,49.0
EPX,Travel Agency,Online,Cancellation Plan,No,34.0,CHINA,43.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,111.0,GERMANY,128.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13.0,AUSTRALIA,69.3,41.58,,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,41.0,MYANMAR,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,106.0,AUSTRALIA,50.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,19.0,SINGAPORE,41.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,159.0,"KOREA, REPUBLIC OF",40.0,14.0,F,25.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17.0,FINLAND,19.8,11.88,,32.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,INDONESIA,21.0,0.0,,32.0
EPX,Travel Agency,Online,Cancellation Plan,No,104.0,"TAIWAN, PROVINCE OF CHINA",17.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27.0,HONG KONG,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,10.0,INDONESIA,10.0,0.0,,61.0
JZI,Airlines,Online,Basic Plan,No,103.0,HONG KONG,35.0,12.25,F,33.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,26.0,AUSTRALIA,69.3,41.58,,69.0
JZI,Airlines,Online,Basic Plan,No,43.0,INDIA,35.0,12.25,M,57.0
C2B,Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,25.2,6.3,F,51.0
EPX,Travel Agency,Online,Cancellation Plan,No,20.0,PHILIPPINES,11.0,0.0,,36.0
C2B,Airlines,Online,Silver Plan,No,42.0,SINGAPORE,24.05,6.01,F,19.0
C2B,Airlines,Online,Silver Plan,No,17.0,SINGAPORE,54.6,13.65,M,32.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,18.0,THAILAND,0.0,11.88,,28.0
EPX,Travel Agency,Online,Cancellation Plan,No,52.0,UNITED ARAB EMIRATES,38.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14.0,UNITED STATES,0.0,35.64,,58.0
